nid,title,regist_dt,relm,creat_yr,category,region,isbn,relte_area,writer,doc_prdctn_dt,cpyrht,job_se,url
17708683,"서울시의 중국 동북3성 도시외교 전략과 정책",20190626143519,정책연구자료,2019,기타,서울시전체,,서울연구원,이민규,20190429,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17708683
17708684,"The Seoul Institute Research Abstracts 2018",20190430142522,정책연구자료,2019,기타,서울시전체,,서울연구원,이창,20190429,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17708684
17735629,"서울시 남북교류협력 추진전략 - 지방자치단체 역할 중심으로",20190504143516,정책연구자료,2018,기타,서울시전체,97957003570,서울연구원,이민규,20181209,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17735629
17745530,"그린카 스마트시티 구현을 위한 기초연구",20190504143516,정책연구자료,2011,기타,서울시전체,,서울연구원,고준호,20110709,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17745530
17770189,"서울시 성평등기금 운영평가와 개선방안 연구",20191018151022,정책연구자료,2019,기타,서울시전체,979-11-89763-52-7,서울시여성가족재단,공주,20190731,"CC BY-ND",I,https://opengov.seoul.go.kr/research/17770189
17770190,"한강하구, 남북협력의 새 공간으로 부상, 서울시도 평화적 공동이용에 참여 필요",20190516144020,정책연구자료,2019,기타,서울시전체,,서울연구원,문인철,20190508,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17770190
17770191,"서울시 자율주행차 주차수요 관리방안",20190509145519,정책연구자료,2019,기타,서울시전체,,서울연구원,김원호,20190508,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17770191
17812005,"서울시 주요 공공시설 관리운영체계 합리화방안",20190515145527,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190514,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17812005
17812006,"서울시-종교계 협력거버넌스 구축방안",20190515145527,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190514,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17812006
17812007,"지역사회주도형 일자리활성화 전략: 사회적경제 활성화를 중심으로",20190515145527,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190514,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17812007
17812008,"서울시 스마트 안전도시 구축방안",20190515145527,정책연구자료,2019,기타,서울시전체,,서울연구원,이석민,20190514,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17812008
17859638,"동물복지지원시설 기본계획",20190522143019,정책연구자료,2016,기타,서울시전체,,서울시(학술용역),이정석,20161229,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17859638
17877661,"임차형 임대주택 종합개선방안 연구용역",20190524145522,정책연구자료,2017,기타,서울시전체,,서울시(학술용역),안홍기,20171129,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17877661
17877662,"여건변화에 따른 도시계획시설의 주요 쟁점과 과제",20190524145522,정책연구자료,2019,기타,서울시전체,,서울연구원,맹다미,20190523,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17877662
17877663,"서울시 여성노동시장의 특성과 정책적 시사점",20190524145522,정책연구자료,2019,기타,서울시전체,,서울연구원,김범식,20190523,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17877663
17917415,"지방정부 국정참여 발전방안",20190613142519,정책연구자료,2019,기타,서울시전체,,서울연구원,정희윤,20190529,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/17917415
17949780,"하천 통합관리방안 연구용역(하천의 재해예방 및 기능회복을 위한)",20190604145025,정책연구자료,2017,기타,서울시전체,,서울시(학술용역),김수영,20171221,"CC BY-ND",I,https://opengov.seoul.go.kr/research/17949780
18005561,"서울시 미세먼지·오존 통합관리 전략",20190619143019,정책연구자료,2019,기타,서울시전체,,서울연구원,"김운수 신상영",20190611,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18005561
18113744,"그린인프라의 미세먼지 저감효과 분석과 확대 방안",20190627143019,정책연구자료,2019,기타,서울시전체,,서울연구원,김원주,20190626,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18113744
18113745,"부양의무자 기준 개선에 따른  서울형 기초보장제도 운영체계 개편 방안",20190627143019,정책연구자료,2019,기타,서울시전체,,서울연구원,김승연,20190626,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18113745
18135061,"서울시 공공빅데이터 활성화방안",20190629142518,정책연구자료,2019,기타,서울시전체,,서울연구원,"최 봉",20190628,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18135061
18135062,"서울시 법인 창업의 입지 분포와 정책방향",20190703150105,정책연구자료,2019,기타,서울시전체,,서울연구원,조달호,20190628,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18135062
18160202,"제1164차-청계하수역사체험관 조성 기본구상 용역-타당성심사",20190703150105,간행물,2019,기타,성동구,,서울시(기술용역),김정환,20190510,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18160202
18188386,"4차 산업혁명시대 스마트시티 서울의 비전과 실현전략",20190706143019,정책연구자료,2019,기타,서울시전체,,서울연구원,임희지,20190705,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18188386
18199180,"제383차-월드컵공원 장미원 조성사업-타당성심사",20190709142020,기타,2019,기타,마포구,,서울시(기술용역),유하현,20190708,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18199180
18199181,"제604차-월드컵공원 토양지반 분석 및 단풍길 조성공사 실시설계용역-타당성심사",20190709142020,기타,2018,기타,마포구,,서울시(기술용역),유하현,20180314,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18199181
18228608,"협치시정 구현 위한 서울시 민간위탁제 실태와 혁신방안",20190712142518,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18228608
18249022,"지역사회 중심 영유아 보육정책 연구 학술용역",20190716143024,정책연구자료,2018,기타,서울시전체,,서울시(학술용역),이경복,20181229,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18249022
18272242,"협치시정 구현 위한 서울시 민간위탁제 실태와 혁신방안",20190718143520,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190717,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18272242
18281544,"한강하구, 남북협력의 새 공간으로 부상   서울시도 평화적 공동이용에 참여 필요",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,문인철,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281544
18281545,"서울시 자율주행차 주차수요 관리방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,김원호,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281545
18281546,"서울시 스마트 안전도시 구축방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,이석민,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281546
18281547,"서울시 주요 공공시설 관리 운영체계 합리화방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281547
18281548,"서울시-종교계 협력거버넌스 구축방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281548
18281549,"지역사회주도형 일자리활성화 전략 :  사회적경제 활성화를 중심으로",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281549
18281550,"여건변화에 따른 도시계획시설의 주요 쟁점과 과제",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,맹다미,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281550
18281551,"서울시 여성노동시장의 특성과 정책적 시사점",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,김범식,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281551
18281552,"지방정부 국정참여 발전방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,정희윤,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281552
18281553,"서울시 미세먼지·오존 통합관리 전략",20190907145520,정책연구자료,2019,기타,서울시전체,,서울연구원,"김운수,  신상영",20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281553
18281554,"그린인프라의 미세먼지 저감효과 분석과 확대 방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,김원주,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281554
18281555,"부양의무자 기준 개선에 따른 서울형 기초보장제도 운영체계 개편 방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,김승연,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281555
18281556,"서울시 공공빅데이터 활성화방안",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,"최 봉",20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281556
18281557,"서울시 법인 창업의 입지 분포와 정책방향",20190719143519,정책연구자료,2019,기타,서울시전체,,서울연구원,조달호,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281557
18281558,"4차 산업혁명시대 스마트시티 서울의 비전과 실현전략",20190803151018,정책연구자료,2019,기타,서울시전체,,서울연구원,임희지,20190718,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18281558
18311344,"2019년 2/4분기 서울지역 민생경제 체감경기 진단",20190724145519,정책연구자료,2019,기타,서울시전체,,서울연구원,"최 봉",20190723,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18311344
18388592,"서울시 공간정보정책 개선방안",20190803151018,정책연구자료,2019,기타,서울시전체,,서울연구원,이석민,20190802,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18388592
18388593,"서울시 슈퍼블록 주택지 특성과 진화방향",20190803151018,정책연구자료,2019,기타,서울시전체,,서울연구원,임희지,20190802,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18388593
18428907,"사회환경 변화와 서울의 모빌리티",20190809153521,정책연구자료,2019,기타,서울시전체,,서울연구원,유경상,20190808,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18428907
18437737,"서울시 청년기본소득 지급 효과 검증 목표로 청년층 대상 증거기반 과학적 정책실험 설계",20190810150519,정책연구자료,2019,기타,서울시전체,,서울연구원,김승연,20190809,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18437737
18467087,"제885차-잠실운동장 주변지역 연계 활성화방안 검토-타당성심사",20190815151519,기타,2018,기타,기타,,서울시(기술용역),홍다예,20180928,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18467087
18487236,"서울시 생태계서비스 평가체계 구축과 활용방안",20190820145020,정책연구자료,2019,기타,서울시전체,,서울연구원,송인주,20190819,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18487236
18487237,"미세먼지특별법에 대응한 맞춤형 전략 세워 서울시, 미세먼지 관리에 선도적 역할 강화",20190820145020,정책연구자료,2019,기타,서울시전체,,서울연구원,김운수,20190819,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18487237
18487238,"서울시 치매관리 실태와 개선방안",20190827145021,정책연구자료,2019,기타,서울시전체,,서울연구원,손창우,20190819,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18487238
18487239,"서울시 광역중심 기능진단과 육성방안",20190820145020,정책연구자료,2019,기타,서울시전체,,서울연구원,김선웅,20190819,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18487239
18555572,"서울시 봉제산업 자치구별 지원전략 수립을 위한 학술용역",20190829152250,정책연구자료,2018,기타,기타,,서울시(학술용역),임소영,20180413,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18555572
18555573,"수도요금과 시민생활 상관관계등 분석통한 요금제도의 합리적인 개선방안 마련 연구용역",20190829152250,정책연구자료,2018,기타,서울시전체,,서울시(학술용역),류종욱,20180430,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18555573
18564944,"해외사례 분석을 통한 청년정책 연구용역",20190830152558,정책연구자료,2017,기타,서울시전체,,서울시(학술용역),김준성,20170223,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18564944
18564945,"사회서비스재단 설립타당성 연구용역",20190830152558,정책연구자료,2016,기타,서울시전체,,서울시(학술용역),서영주,20161104,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18564945
18564946,"사회서비스공단의 효율적 운영과 서비스 품질 제고 방안 연구",20190830152558,정책연구자료,2018,기타,서울시전체,,서울시(학술용역),서영주,20190825,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18564946
18564947,"선진도시 안전 및 위기관리 관련 우수기술 적용가능성 검토 용역",20190830152558,정책연구자료,2017,기타,서울시전체,,서울시(학술용역),문영식,20170301,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18564947
18564948,"서울시 소셜벤처 실태와 정책방향",20190830152558,정책연구자료,2019,기타,서울시전체,,서울연구원,주재욱,20190829,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18564948
18589284,"서울에너지공사 설립 타당성 용역",20190903150023,기타,2016,기타,서울시전체,,서울시(학술용역),이수진,20160124,"CC BY",I,https://opengov.seoul.go.kr/research/18589284
18655500,"서울시 공동주택리모델링 사업의쟁점과 정책방향",20190911151052,정책연구자료,2019,기타,서울시전체,,서울연구원,맹다미,20190910,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18655500
18655501,"서울 지속가능발전목표 2030 지표체계 구축과 평가 방안",20190911151052,정책연구자료,2019,기타,서울시전체,,서울연구원,김고운,20190910,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18655501
18675710,"이공계 청년여성 취·창업 현황과 정책지원방안 연구",20190928145520,정책연구자료,2019,기타,서울시전체,979-11-89763-48-0,서울시여성가족재단,신하영,20190731,"CC BY-NC-SA",I,https://opengov.seoul.go.kr/research/18675710
18675711,"서울시 대북 경제협력 방향",20190917145020,정책연구자료,2019,기타,서울시전체,,서울연구원,문인철,20190916,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18675711
18735792,"「팹시티 서울 중장기 추진 계획」수립을 위한 연구 용역",20190925145524,정책연구자료,2019,기타,서울시전체,,서울시(학술용역),박순희,20190805,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18735792
18735793,"서울시 중장기 가족정책 수립을 위한 연구용역",20190925145524,정책연구자료,2014,기타,서울시전체,,서울시(학술용역),현윤성,20140930,"CC BY",I,https://opengov.seoul.go.kr/research/18735793
18735794,"서울시 청년층 이직·재취업 특성과 청년실업의 정책 시사점",20190925145524,정책연구자료,2019,기타,서울시전체,,서울연구원,김진하,20190924,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18735794
18745404,"광역의회 입법생산성 수준 비교를 통한 서울시의회 발전 방안 연구",20210122143516,정책연구자료,2019,기타,서울시전체,,서울특별시의회(정책),관리자,20190502,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745404
18745405,"급변하는 자치분권 상황을 반영한 서울특별시의회 사무처 조직진단 및 효율적인 조직설계 연구용역",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190416,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745405
18745406,"서울시 청년수당 제도의 성공적 안착을 위한 해외 사례 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190416,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745406
18745407,"서울형 노동회의소 설립방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745407
18745408,"IT핵심기술 발달에 따른 지방자치 발전방안 검토",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190416,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745408
18745409,"서울특별시 시립체육박물관 건립 타당성 조사를 위한 기초연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190502,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745409
18745410,"미래지향적 지방재정운용 관리체계에 대한 전략적 대응방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190425,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18745410
18764594,"서울 창조산업 육성 및 창조경제 생태계 조성 방안 수립을 위한 연구용역",20190928145520,기타,2015,기타,서울시전체,,서울시(학술용역),000,20160203,"CC BY-ND",I,https://opengov.seoul.go.kr/research/18764594
18764595,"2014년 실적가점 평가 연구용역",20190928145520,기타,2014,기타,서울시전체,,서울시(학술용역),송유진,20141110,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18764595
18803748,"성평등 강화를 위한 여성가족정책 조례·지침 개선방안",20191004152524,정책연구자료,2019,기타,서울시전체,,서울시여성가족재단,나성은,20190731,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18803748
18813885,"서울시민의 행복요인과 정책적 시사점",20191005152519,정책연구자료,2019,기타,서울시전체,,서울연구원,고준호,20191004,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18813885
18813886,"스마트도시의 사회적 쟁점과 서울시 정책과제",20191005152519,정책연구자료,2019,기타,서울시전체,,서울연구원,변미리,20191004,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18813886
18827506,"위기가정 통합지원센터 운영 매뉴얼 개발 연구",20191008154523,정책연구자료,2019,기타,서울시전체,979-11-897763-35-0,서울시여성가족재단,"김주미,허미화",20190621,"CC BY",I,https://opengov.seoul.go.kr/research/18827506
18872431,"서울시 시민숙의예산제 제도화 기초연구",20191012151020,정책연구자료,2019,기타,서울시전체,,서울연구원,정병순,20191011,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18872431
18872432,"서울시 마을공동체사업의 주민자원 활용 촉진방안",20191029151021,정책연구자료,2019,기타,서울시전체,,서울연구원,안현찬,20191011,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18872432
18872433,"서울시 스마트 모빌리티 서비스 도입 방안",20191012151020,정책연구자료,2019,기타,서울시전체,,서울연구원,홍상연,20191011,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18872433
18896418,"제2차 람사스습지 한강밤섬관리 기본계획수립 연구 용역",20191017151021,간행물,2019,기타,서울시전체,,서울시(학술용역),길인자,20190915,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/18896418
18916866,"서울시 공중보건활동 진단과 과제",20191030151022,정책연구자료,2019,기타,서울시전체,,서울연구원,손창우,20191017,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18916866
18925843,"누리과정 개편에 따른 서울시어린이집 평가체계 개선 방안 연구",20191020151520,간행물,2019,기타,기타,,서울시(학술용역),박지은,20191018,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/18925843
18947417,"제1011차-기후변화 대응을 위한 빅데이터 기반의 서울형 하천수질관리시스템 핵심요소기술 개발 용역-타당성심사",20191024152521,기타,2019,기타,서울시전체,,서울시(기술용역),이진효,20190812,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/18947417
18947418,"2019년 3/4분기 서울지역 민생경제 체감경기 진단",20191023152521,정책연구자료,2019,기타,서울시전체,,서울연구원,최봉,20191022,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18947418
18947419,"행동경제학의 정책 활용방안",20191023152521,정책연구자료,2019,기타,서울시전체,,서울연구원,안기정,20191022,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/18947419
19062103,"수달 생태연구 및 야외적응훈련 시설 실시설계 용역",20191108152521,기타,2019,기타,서울시전체,,서울시(기술용역),김민수,20190908,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/19062103
19062104,"남북문화, 체육 교류의 새로운 방향모색",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19062104
19062105,"서울시 산하기관 사회적 가치 구현 실태진단 및 개선방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190325,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19062105
19062106,"Plans and Actions for Sustainable Urban Spatial Structure of Seoul",20191107152521,정책연구자료,2019,기타,서울시전체,,서울연구원,이창,20191106,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19062106
19062107,"시민사회 생태계 진단과 활성화 정책 방향 : 새로운 공익활동 주체 중심으로",20191107152521,정책연구자료,2019,기타,서울시전체,,서울연구원,"박영선, 정병순",20191106,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19062107
19072865,"마을공동체형 아침식당산업을 통한 신사업 조성방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072865
19072866,"서울시의회 입법조사기구 설립 방안에 대한 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190502,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072866
19072867,"서울시 교통분야 빅데이터 활용방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190627,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072867
19072868,"지하시설물 안전관리 개선방안 모색",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190723,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072868
19072869,"서울시 일자리 정책의 실효성 증대방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190502,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072869
19072870,"서울형 SW교육의 활성화 방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072870
19072871,"목동선 경전철 건설에 따른 신월동 대중교통체계 개선방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072871
19072872,"서울시 학교 안전교육 실태조사 및 개선방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072872
19072873,"서울시 지원주택 공급확대를 위한 제도개선 방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072873
19072874,"서울시(형) 청년 장학봉사간 기획과 운영방안에 관한 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190620,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072874
19072875,"노후방음벽의 차음량 분석 및 소음 개선방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072875
19072876,"글로벌시티 경쟁력 강화를 위한 도시 기반시설 건설 프로젝트와 사회갈등 완화 거버넌스의 모색:서울, 도쿄, 뉴욕 비교사례 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190611,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072876
19072877,"부모협동형 대안교육기관의 현황과 제도적 개선방안 연구",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190531,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072877
19072878,"아동의 놀이기회 확산을 위한 근린공원 개선방안",20191121152527,정책연구자료,2019,기타,서울시전체,,서울특별시의회,관리자,20190502,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19072878
19093706,"요양보호사 교육기관 지정·운영 쟁점과 개선방안",20200311152022,정책연구자료,2019,기타,서울시전체,,서울연구원(정책),윤민석,20191111,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19093706
19103038,"제1086차-특수교량 피뢰설비 정비공사 실시설계 용역-타당성심사",20191114153022,기타,2018,기타,서울시전체,,서울시(기술용역),이노진,20181102,"CC BY",U,https://opengov.seoul.go.kr/research/19103038
19114160,"서울시 지역균형발전을 위한 실태분석 및 정책방향 설정 연구",20191115151026,정책연구자료,2018,기타,서울시전체,979116161637713300,서울시(학술용역),강승연,20181231,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/19114160
19123060,"서울시 재정분권 확대를 위한 자치재정 현황 진단 및  재설계 제안",20191116151522,정책연구자료,2017,기타,기타,,서울시(학술용역),전윤주,20171220,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/19123060
19123061,"서울시 30인 미만 사업장 노동환경 개선방안",20191115151522,정책연구자료,2019,기타,서울시전체,,서울시여성가족재단,국미애,20190731,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19123061
19195646,"보육 선진국의 유보통합 과정 및 통합 시스템 연구",20191124152524,정책연구자료,2019,기타,서울시전체,,서울시(학술용역),김혜원,20191031,"CC BY-NC-ND",U,https://opengov.seoul.go.kr/research/19195646
19216257,"서울시 근린공원의 수목관리 개선방안",20191128151524,정책연구자료,2019,기타,서울시전체,,서울연구원,김원주,20191127,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19216257
19266167,"서울시, 생활임금 지급기준 명확히 하고 市·자치구 생활임금제 통합안 마련 필요",20191204153527,정책연구자료,2019,기타,서울시전체,,서울연구원,최봉,20191203,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19266167
19266168,"서울 도심부의 역사문화자원 활용한  도시재생 활성화사업의 성과와 개선방향",20191204153527,정책연구자료,2019,기타,서울시전체,,서울연구원,민현석,20191203,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19266168
19266169,"보행자 중심으로 전환한 도로정책에 따라 보행사고 위험 높은 교통섬부터 정비해야",20191204153527,정책연구자료,2019,기타,서울시전체,,서울연구원,유경상,20191203,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19266169
19266170,"고연령·고학력 부문 성별임금격차 개선하고 여성 내 임금불평등, 저임금 비중 완화 필요",20191204153527,정책연구자료,2019,기타,서울시전체,,서울연구원,김진하,20191203,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19266170
19277742,"서울시 어린이집 취약보육 운영 내실화: 다문화보육을 중심으로",20191205153526,정책연구자료,2019,기타,서울시전체,,서울시여성가족재단,김송이,20190831,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19277742
19299656,"서울시 어린이집 취약보육 운영내실화(Ⅱ): 다문화보육을 중심으로",20191207151028,정책연구자료,2019,기타,서울시전체,,서울시여성가족재단,김송이,20190831,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19299656
19312682,"서울시 자치구 사회적경제통합지원센터 운영개선방안",20191210155526,정책연구자료,2019,기타,서울시전체,,서울연구원,이준영,20191209,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19312682
19312683,"서울시 미세먼지 국제협력 실효성 강화 방안",20191210155526,정책연구자료,2019,기타,서울시전체,,서울연구원,황인창,20191209,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/19312683
19324366,"종묘,탑골공원 주변 어르신 여가복지시설 인프라 구축을 위한 마스터플랜 수립 용역",20180202154526,정책연구자료,2017,기타,종로구,,서울시(학술용역),정은진,20170301,"CC BY",U,https://opengov.seoul.go.kr/research/19324366
